Year;Month;Day;Hour;Minute;Second;Irradiance;ExternalTemperature
2011;6;12;22;0;0;1,9;12,9
2011;6;12;23;0;0;1,1;10,3
2011;6;13;0;0;0;1,1;8,2
2011;6;13;1;0;0;1,1;6,4
2011;6;13;2;0;0;1,1;5,4
2011;6;13;3;0;0;1,2;4,6
2011;6;13;4;0;0;4,6;4,6
2011;6;13;5;0;0;28,5;8,1
2011;6;13;6;0;0;79,9;15,3
2011;6;13;7;0;0;131,7;16,7
2011;6;13;8;0;0;242,9;18,2
2011;6;13;9;0;0;240,6;19,1
2011;6;13;10;0;0;198,1;19,5
2011;6;13;11;0;0;189,7;19,9
2011;6;13;12;0;0;156,1;18,1
2011;6;13;13;0;0;160,6;18
2011;6;13;14;0;0;250,2;19,1
2011;6;13;15;0;0;116,2;18,2
2011;6;13;16;0;0;70,1;17,5
2011;6;13;17;0;0;45,8;17,3
2011;6;13;18;0;0;52,8;16,3
2011;6;13;19;0;0;54,3;15,5
2011;6;13;20;0;0;24,8;15,1
2011;6;13;21;0;0;8,5;15,1
2011;6;13;22;0;0;1,8;15,2
2011;6;13;23;0;0;1,1;15,4
2011;6;14;0;0;0;1,1;15,6
2011;6;14;1;0;0;1;15,6
2011;6;14;2;0;0;1;15,4
2011;6;14;3;0;0;1;14,8
2011;6;14;4;0;0;3,1;13,9
2011;6;14;5;0;0;22,8;13,8
2011;6;14;6;0;0;46,4;16,4
2011;6;14;7;0;0;153,3;17,1
2011;6;14;8;0;0;238,1;16,8
2011;6;14;9;0;0;278,3;16,9
2011;6;14;10;0;0;186,7;16,5
2011;6;14;11;0;0;284,4;16,6
2011;6;14;12;0;0;809,1;17,9
2011;6;14;13;0;0;681,7;18,6
2011;6;14;14;0;0;642,2;19,1
2011;6;14;15;0;0;703,4;18,7
2011;6;14;16;0;0;540,1;18,6
2011;6;14;17;0;0;417;17,9
2011;6;14;18;0;0;214;16,7
2011;6;14;19;0;0;88,2;15,9
2011;6;14;20;0;0;41,4;14,3
2011;6;14;21;0;0;20,5;13,4
2011;6;14;22;0;0;2,4;11,7
2011;6;14;23;0;0;1,1;11
2011;6;15;0;0;0;1,1;10,7
2011;6;15;1;0;0;1,1;10,6
2011;6;15;2;0;0;1,1;10,9
2011;6;15;3;0;0;1,1;11,1
2011;6;15;6;0;0;34,1;12,4
2011;6;15;14;0;0;950,6;20,5
2011;6;15;16;0;0;676,6;20,5
2011;6;16;8;0;0;362,4;18
2011;6;16;9;0;0;477,8;19,9
2011;6;16;10;0;0;592,8;21,6
2011;6;16;11;0;0;840,1;22,6
2011;6;16;12;0;0;713,1;22,8
2011;6;16;13;0;0;645,4;22,8
2011;6;16;14;0;0;180,2;20
2011;6;16;15;0;0;99,7;18,3
2011;6;16;16;0;0;65,8;17,7
2011;6;16;17;0;0;138,9;19
2011;6;16;18;0;0;134,2;19,1
2011;6;16;19;0;0;76,2;19,2
2011;6;16;20;0;0;21,7;18,3
2011;6;16;21;0;0;4,2;17,1
2011;6;16;22;0;0;1,1;15,9
2011;6;16;23;0;0;1;14,6
2011;6;17;0;0;0;1;14,7
2011;6;17;1;0;0;1;14,8
2011;6;17;2;0;0;1;14,9
2011;6;17;3;0;0;1,1;14,3
2011;6;17;4;0;0;1,2;14,1
2011;6;17;5;0;0;4,8;13,9
2011;6;17;6;0;0;16,2;13,9
2011;6;17;7;0;0;74,2;13,4
2011;6;17;8;0;0;173,4;14,6
2011;6;17;9;0;0;152,8;15
2011;6;17;10;0;0;326,1;16,4
2011;6;17;11;0;0;480,1;17,1
2011;6;17;12;0;0;821;18,8
2011;6;17;13;0;0;872,1;19
2011;6;17;14;0;0;860,1;19,1
2011;6;17;15;0;0;694,1;18,7
2011;6;17;16;0;0;551,1;19
2011;6;17;17;0;0;397,2;18,8
2011;6;17;18;0;0;257,3;18,6
2011;6;17;19;0;0;80,6;18,6
2011;6;17;20;0;0;43;18,2
2011;6;17;21;0;0;16,8;15,2
2011;6;17;22;0;0;2,4;12,6
2011;6;17;23;0;0;1,1;11,1
2011;6;18;0;0;0;1,1;10,4
2011;6;18;1;0;0;1,1;9,6
2011;6;18;2;0;0;1,1;8,6
2011;6;18;3;0;0;1,2;8,3
2011;6;18;4;0;0;5,1;8,8
2011;6;18;5;0;0;28,3;10,6
2011;6;18;6;0;0;63,9;12
2011;6;18;7;0;0;143;14,8
2011;6;18;8;0;0;334,1;18,4
2011;6;18;9;0;0;406,2;19,5
2011;6;18;10;0;0;356,5;20,5
2011;6;18;11;0;0;294,8;19,3
2011;6;18;12;0;0;268,7;18,8
2011;6;18;13;0;0;389,7;20
2011;6;18;14;0;0;190,3;18,3
2011;6;18;15;0;0;166,1;17,6
2011;6;18;16;0;0;101,9;16,3
2011;6;18;17;0;0;52,7;15
2011;6;18;18;0;0;25,8;14,5
2011;6;18;19;0;0;22,4;14,5
2011;6;18;20;0;0;9,2;14,2
2011;6;18;21;0;0;4,1;14,6
2011;6;18;22;0;0;1,2;14,4
2011;6;18;23;0;0;1,1;14,2
2011;6;19;0;0;0;1,1;13,7
2011;6;19;1;0;0;1,1;13,3
2011;6;19;2;0;0;1,1;12,3
2011;6;19;3;0;0;1,2;11,8
2011;6;19;4;0;0;3;11,4
2011;6;19;5;0;0;17,5;11,9
2011;6;19;6;0;0;48,7;12,6
2011;6;19;7;0;0;105,5;13,5
2011;6;19;8;0;0;215,3;15,4
2011;6;19;9;0;0;454,8;18,6
2011;6;19;10;0;0;435,3;20,1
2011;6;19;11;0;0;317,6;21
2011;6;19;12;0;0;498,8;22,1
2011;6;19;13;0;0;440,6;22,5
2011;6;19;14;0;0;238,7;20,2
2011;6;19;15;0;0;146,4;18,6
2011;6;19;16;0;0;527,3;20,2
2011;6;19;17;0;0;452,2;19,9
2011;6;19;18;0;0;115,7;17,3
2011;6;19;19;0;0;63,5;16
2011;6;19;20;0;0;50,8;16
2011;6;19;21;0;0;3,9;14,9
2011;6;19;22;0;0;1,2;14,4
2011;6;19;23;0;0;1,1;14,7
2011;6;20;0;0;0;1,1;14,5
2011;6;20;1;0;0;1,1;14,9
2011;6;20;2;0;0;1,1;14,7
2011;6;20;3;0;0;1,1;14,3
2011;6;20;4;0;0;1,9;13,8
2011;6;20;5;0;0;3,8;13,1
2011;6;20;6;0;0;20,9;12,8
2011;6;20;7;0;0;45,6;12,8
2011;6;20;8;0;0;88,8;13,4
2011;6;20;9;0;0;200,3;14,7
2011;6;20;10;0;0;273,5;15,3
2011;6;20;11;0;0;110,3;15,4
2011;6;20;12;0;0;190,7;16
2011;6;20;13;0;0;301,8;16,6
2011;6;20;14;0;0;345,3;17,3
2011;6;20;15;0;0;564,2;18,4
2011;6;20;16;0;0;410,6;18,1
2011;6;20;17;0;0;271,1;17
2011;6;20;18;0;0;232;16,9
2011;6;20;19;0;0;91;15,9
2011;6;20;20;0;0;35,8;14,7
2011;6;20;21;0;0;10,8;14
2011;6;20;22;0;0;1,4;13,6
2011;6;20;23;0;0;1,1;13,5
2011;6;21;0;0;0;1,1;13,5
2011;6;21;1;0;0;1,1;13,4
2011;6;21;2;0;0;1,1;13,4
2011;6;21;3;0;0;1,2;13,5
2011;6;21;4;0;0;3,4;13,7
2011;6;21;5;0;0;19,6;13,7
2011;6;21;6;0;0;57,8;14,1
2011;6;21;7;0;0;119,4;14,8
2011;6;21;8;0;0;202,1;15,9
2011;6;21;9;0;0;150,7;15,8
2011;6;21;10;0;0;286,4;16,7
2011;6;21;11;0;0;427,1;17,9
2011;6;21;12;0;0;224,2;17,2
2011;6;21;13;0;0;228,2;17,3
2011;6;21;14;0;0;249,1;17,4
2011;6;21;15;0;0;208,4;17,6
2011;6;21;16;0;0;235,1;17,9
2011;6;21;17;0;0;327,2;17,8
2011;6;21;18;0;0;166,9;17,4
2011;6;21;19;0;0;94,1;18,7
2011;6;21;20;0;0;36,6;19,4
2011;6;21;21;0;0;16,6;17,4
2011;6;21;22;0;0;2;14,1
2011;6;21;23;0;0;1,1;13,5
2011;6;22;0;0;0;1,1;13,3
2011;6;22;1;0;0;1,1;12,8
2011;6;22;2;0;0;1,1;12,9
2011;6;22;3;0;0;1,1;13,5
2011;6;22;4;0;0;3;14,5
2011;6;22;5;0;0;21,9;15,2
2011;6;22;6;0;0;71,7;16,7
2011;6;22;7;0;0;136,9;17,5
2011;6;22;8;0;0;257,8;18,3
2011;6;22;9;0;0;326,5;19,9
2011;6;22;10;0;0;327,9;20,5
2011;6;22;11;0;0;299,8;20,5
2011;6;22;12;0;0;562,4;22,9
2011;6;22;13;0;0;710,5;24,6
2011;6;22;14;0;0;755,2;25,5
2011;6;22;15;0;0;430,9;20,7
2011;6;22;16;0;0;260,4;18,3
2011;6;22;17;0;0;182,6;20,2
2011;6;22;18;0;0;167;19,9
2011;6;22;19;0;0;94,8;19,2
2011;6;22;20;0;0;52,2;18,3
2011;6;22;21;0;0;13,5;17,1
2011;6;22;22;0;0;2;16
2011;6;22;23;0;0;1;15,2
2011;6;23;0;0;0;1;14,4
2011;6;23;1;0;0;1;13,6
2011;6;23;2;0;0;1;13
2011;6;23;3;0;0;1,1;12,7
2011;6;23;4;0;0;2,6;12,7
2011;6;23;5;0;0;11,3;12,8
2011;6;23;6;0;0;59,7;14,4
2011;6;23;7;0;0;92,1;15,3
2011;6;23;8;0;0;192,5;16,4
2011;6;23;9;0;0;271,6;17,8
2011;6;23;10;0;0;410;17,6
2011;6;23;11;0;0;546,4;19,7
2011;6;23;12;0;0;419;19,3
2011;6;23;13;0;0;315,6;19,1
2011;6;23;14;0;0;352,9;18,7
2011;6;23;15;0;0;374,1;19,6
2011;6;23;16;0;0;160,3;17,4
2011;6;23;17;0;0;170,9;17,7
2011;6;23;18;0;0;193,4;18,1
2011;6;23;19;0;0;75,9;18,3
2011;6;23;20;0;0;45,9;16,8
2011;6;23;21;0;0;21,4;14,8
2011;6;23;22;0;0;2,5;12,9
2011;6;23;23;0;0;1;11,7
2011;6;24;0;0;0;1;10,7
2011;6;24;1;0;0;1;10,3
2011;6;24;2;0;0;1;10,9
2011;6;24;3;0;0;1,1;10,8
2011;6;24;4;0;0;8,8;10,7
2011;6;24;5;0;0;28,8;12
2011;6;24;6;0;0;62,2;13,2
2011;6;24;7;0;0;95,3;13,6
2011;6;24;8;0;0;153,5;14
2011;6;24;9;0;0;189,6;14,3
2011;6;24;10;0;0;412;14,3
2011;6;24;11;0;0;401,1;16
2011;6;24;12;0;0;453,8;15,6
2011;6;24;13;0;0;550,8;15,8
2011;6;24;14;0;0;474,9;16,1
2011;6;24;15;0;0;717;17,3
2011;6;24;16;0;0;662,8;17,3
2011;6;24;17;0;0;350,8;16,3
2011;6;24;18;0;0;198,7;15,5
2011;6;24;19;0;0;101,2;15,6
2011;6;24;20;0;0;50,7;15
2011;6;24;21;0;0;23,5;14,2
2011;6;24;22;0;0;2,6;12,2
2011;6;24;23;0;0;1,1;11,8
2011;6;25;0;0;0;1;11,7
2011;6;25;1;0;0;1;11,7
2011;6;25;2;0;0;1;11,6
2011;6;25;3;0;0;1,1;11,4
2011;6;25;4;0;0;4,6;11,1
2011;6;25;5;0;0;24;12,7
2011;6;25;6;0;0;43,7;14,3
2011;6;25;7;0;0;107,5;14,7
2011;6;25;8;0;0;302,6;14,5
2011;6;25;9;0;0;528,7;15,1
2011;6;25;10;0;0;723,6;15,4
2011;6;25;11;0;0;857,1;16,1
2011;6;25;12;0;0;809,6;17
2011;6;25;13;0;0;834,8;17,5
2011;6;25;14;0;0;752,2;17,9
2011;6;25;15;0;0;563;17,8
2011;6;25;16;0;0;412,6;17,3
2011;6;25;17;0;0;254,7;16,7
2011;6;25;18;0;0;216,1;16,7
2011;6;25;19;0;0;110,3;17,6
2011;6;25;20;0;0;37,9;17,7
2011;6;25;21;0;0;17,8;15,8
2011;6;25;22;0;0;2,7;11,7
2011;6;25;23;0;0;1,1;10,1
2011;6;26;0;0;0;1,1;8,8
2011;6;26;1;0;0;1,1;8,5
2011;6;26;2;0;0;1,1;8,2
2011;6;26;3;0;0;1,2;8,1
2011;6;26;4;0;0;4,6;8,2
2011;6;26;5;0;0;23,3;12,3
2011;6;26;6;0;0;40,9;14,7
2011;6;26;7;0;0;91,7;16,2
2011;6;26;8;0;0;273,4;16,9
2011;6;30;9;0;0;45,9;16,2
2011;6;30;10;0;0;38,1;16,1
2011;7;1;12;0;0;624,4;19
2011;7;1;13;0;0;744,2;20,3
2011;7;1;14;0;0;573,7;20,6
2011;7;1;15;0;0;458,6;20
2011;7;1;16;0;0;462,4;19,7
2011;7;1;17;0;0;373,2;19
2011;7;1;18;0;0;229,5;18,9
2011;7;1;19;0;0;93,4;17,6
2011;7;1;20;0;0;44,1;16,5
2011;7;1;21;0;0;15,8;15,8
2011;7;1;22;0;0;2,2;14,9
2011;7;1;23;0;0;1;14,1
2011;7;2;0;0;0;1;14,2
2011;7;2;1;0;0;1;14,3
2011;7;2;2;0;0;1;14,2
2011;7;2;3;0;0;1,1;14,2
2011;7;2;4;0;0;2,2;14,2
2011;7;2;5;0;0;13,7;14,7
2011;7;2;6;0;0;36,3;15,1
2011;7;2;7;0;0;58;15,8
2011;7;2;8;0;0;78,7;16,8
2011;7;2;9;0;0;56;17,1
2011;7;2;10;0;0;68,5;16,7
2011;7;2;11;0;0;66;16,7
2011;7;2;12;0;0;69,1;16,9
2011;7;2;13;0;0;61,4;17,5
2011;7;2;14;0;0;98,4;18,4
2011;7;2;15;0;0;159,6;19,6
2011;7;2;16;0;0;299,1;21
2011;7;2;17;0;0;349,7;23,6
2011;7;2;18;0;0;215,3;23,4
2011;7;2;19;0;0;117,3;22,5
2011;7;2;20;0;0;73,1;21,8
2011;7;2;21;0;0;20,5;20,6
2011;7;2;22;0;0;1,7;19,3
2011;7;2;23;0;0;1;18,8
2011;7;3;0;0;0;1;18,7
2011;7;3;1;0;0;1;18,5
2011;7;3;2;0;0;1;18,2
2011;7;3;3;0;0;1;17,8
2011;7;3;4;0;0;2,9;17,6
2011;7;3;5;0;0;26,5;18
2011;7;3;6;0;0;76,3;18,9
2011;7;3;7;0;0;118,6;19,7
2011;7;3;8;0;0;239,2;21,5
2011;7;3;9;0;0;173,6;22,1
2011;7;3;10;0;0;364,5;23,4
2011;7;3;11;0;0;353,2;24
2011;7;3;12;0;0;553,3;25,1
2011;7;3;13;0;0;539,8;25,4
2011;7;3;14;0;0;531,7;25,7
2011;7;3;15;0;0;711,2;26,6
2011;7;3;16;0;0;319,6;24,5
2011;7;3;17;0;0;193,7;22,1
2011;7;3;18;0;0;157;22,7
2011;7;3;19;0;0;75,8;22,4
2011;7;3;20;0;0;22,4;21,1
2011;7;3;21;0;0;9;19,2
2011;7;3;22;0;0;1,6;18,6
2011;7;3;23;0;0;1;18,1
2011;7;4;0;0;0;1;17,7
2011;7;4;1;0;0;1;17
2011;7;4;2;0;0;1;16,4
2011;7;4;3;0;0;1,1;16
2011;7;4;4;0;0;2,3;15,8
2011;7;4;5;0;0;11,7;15,7
2011;7;4;6;0;0;35,4;15,9
2011;7;4;7;0;0;54,6;16,3
2011;7;4;8;0;0;140,2;17,3
2011;7;4;9;0;0;194,8;17,8
2011;7;4;10;0;0;487,8;19,3
2011;7;4;11;0;0;443,7;20,5
2011;7;4;12;0;0;912,3;22,1
2011;7;4;13;0;0;872,2;24
2011;7;4;14;0;0;385,4;23,9
2011;7;4;15;0;0;480,8;23,3
2011;7;4;16;0;0;303,4;22,6
2011;7;4;17;0;0;116,6;22
2011;7;4;18;0;0;145,2;21,9
2011;7;4;19;0;0;111;22,3
2011;7;4;20;0;0;31,4;21,1
2011;7;4;21;0;0;15,1;19,7
2011;7;4;22;0;0;1,7;18,7
2011;7;4;23;0;0;1;18,1
2011;7;5;0;0;0;0,9;17,6
2011;7;5;1;0;0;0,9;17,1
2011;7;5;2;0;0;0,9;16,9
2011;7;5;3;0;0;1;16,7
2011;7;5;4;0;0;1,2;16,5
2011;7;5;5;0;0;5,3;16,4
2011;7;5;6;0;0;23,8;16,7
2011;7;5;7;0;0;69,9;17,5
2011;7;5;8;0;0;103;18,2
2011;7;5;9;0;0;100,9;19
2011;7;5;10;0;0;135,7;20,6
2011;7;6;1;0;0;1;16,1
2011;7;6;2;0;0;1;15,9
2011;7;6;3;0;0;1,1;16
2011;7;6;4;0;0;3,6;15,7
2011;7;6;5;0;0;23,9;17,4
2011;7;6;6;0;0;41,9;21,8
2011;7;6;7;0;0;88,6;22,4
2011;7;6;8;0;0;269,6;22,2
2011;7;6;9;0;0;493,2;24,4
2011;7;6;10;0;0;691,8;25,8
2011;7;6;11;0;0;845,4;26,7
2011;7;6;12;0;0;944,5;27
2011;7;6;13;0;0;985,1;27,6
2011;7;6;14;0;0;918,8;27,1
2011;7;6;15;0;0;836,9;27,1
2011;7;6;16;0;0;636,7;26,5
2011;7;6;17;0;0;431,2;25,7
2011;7;6;18;0;0;227,8;24,6
2011;7;6;19;0;0;95,8;23,3
2011;7;6;20;0;0;56,7;22
2011;7;6;21;0;0;14,5;20,1
2011;7;6;22;0;0;1,7;18,5
2011;7;6;23;0;0;1;18,4
2011;7;7;0;0;0;1;17,3
2011;7;7;1;0;0;1;16,6
2011;7;7;2;0;0;1;16,8
2011;7;7;3;0;0;1;16,9
2011;7;7;4;0;0;1,2;17
2011;7;7;5;0;0;7,7;16,7
2011;7;7;6;0;0;42;16,3
2011;7;7;7;0;0;77;16,6
2011;7;7;8;0;0;249,9;18,6
2011;7;7;9;0;0;430,4;20,4
2011;7;7;10;0;0;643,5;22,3
2011;7;7;11;0;0;827,7;23,2
2011;7;7;12;0;0;680,9;24,6
2011;7;7;13;0;0;499,3;26,2
2011;7;7;14;0;0;641,7;27,7
2011;7;7;15;0;0;775,5;28,5
2011;7;7;16;0;0;442,7;26,5
2011;7;7;17;0;0;179,7;24,8
2011;7;7;18;0;0;112,7;22,2
2011;7;7;19;0;0;83,4;24,1
2011;7;7;20;0;0;39,9;24,7
2011;7;7;21;0;0;14,3;20,4
2011;7;7;22;0;0;1,8;18
2011;7;7;23;0;0;1;16,8
2011;7;8;0;0;0;1;15,7
2011;7;8;1;0;0;1;14,9
2011;7;8;2;0;0;1;14,7
2011;7;8;3;0;0;1,1;13,7
2011;7;8;4;0;0;2;13,7
2011;7;8;5;0;0;10,4;15,2
2011;7;8;6;0;0;45,1;17,1
2011;7;8;7;0;0;61,2;18,2
2011;7;8;8;0;0;104,5;19,5
2011;7;8;9;0;0;130,3;20,6
2011;7;8;10;0;0;97,4;20,5
2011;7;8;11;0;0;63,1;19,1
2011;7;8;12;0;0;76,5;18,2
2011;7;8;13;0;0;40,8;16,6
2011;7;8;14;0;0;48,1;16,1
2011;7;8;15;0;0;102,9;17,9
2011;7;8;16;0;0;139,2;18,7
2011;7;8;17;0;0;150,4;18,2
2011;7;8;18;0;0;183,7;19,3
2011;7;8;19;0;0;94,1;20,7
2011;7;8;20;0;0;49,9;19,5
2011;7;8;21;0;0;14,9;17,4
2011;7;8;22;0;0;1,9;16
2011;7;8;23;0;0;1;15
2011;7;9;0;0;0;1;14,1
2011;7;9;1;0;0;1;13,5
2011;7;9;2;0;0;1;12,9
2011;7;9;3;0;0;1,1;12,6
2011;7;9;4;0;0;3,5;12,2
2011;7;9;5;0;0;20,5;14,7
2011;7;9;6;0;0;47,5;17,8
2011;7;9;7;0;0;98,3;19,3
2011;7;9;8;0;0;275,9;20,1
2011;7;9;9;0;0;488,4;22,7
2011;7;9;10;0;0;583,8;24,5
2011;7;9;11;0;0;725,7;25,9
2011;7;9;12;0;0;781,9;26,3
2011;7;9;13;0;0;581,7;25,4
2011;7;9;14;0;0;715,7;25,4
2011;7;9;15;0;0;704,5;26,6
2011;7;9;16;0;0;140,2;24,1
2011;7;9;17;0;0;68;18,1
2011;7;9;18;0;0;62,5;18,1
2011;7;9;19;0;0;56,6;18
2011;7;9;20;0;0;50,7;19
2011;7;9;21;0;0;16,6;17,2
2011;7;9;22;0;0;1,5;16,5
2011;7;9;23;0;0;1,1;14,6
2011;7;10;0;0;0;1,1;13,3
2011;7;10;1;0;0;1,1;12,6
2011;7;10;2;0;0;1,1;11,9
2011;7;10;3;0;0;1,1;11,7
2011;7;10;4;0;0;3;11,3
2011;7;10;5;0;0;19,8;13,2
2011;7;10;6;0;0;47,4;16,4
2011;7;10;7;0;0;101,2;17,7
2011;7;10;8;0;0;246,6;18,4
2011;7;10;9;0;0;334,6;19,2
2011;7;10;10;0;0;665,7;21,7
2011;7;10;11;0;0;682,3;23
2011;7;10;12;0;0;849,5;24,5
2011;7;10;13;0;0;890,3;25,9
2011;7;10;14;0;0;515,4;24,8
2011;7;10;15;0;0;664,3;25,3
2011;7;10;16;0;0;602,1;24,2
2011;7;10;17;0;0;452,1;23,5
2011;7;10;18;0;0;232;21,8
2011;7;10;19;0;0;88,5;21,8
2011;7;10;20;0;0;39,9;20,2
2011;7;10;21;0;0;17,6;19,6
2011;7;10;22;0;0;2;17,4
2011;7;10;23;0;0;1,1;16,3
2011;7;11;0;0;0;1,1;15,5
2011;7;11;1;0;0;1,1;14,8
2011;7;11;2;0;0;1,1;13,4
2011;7;11;3;0;0;1,1;12,5
2011;7;11;4;0;0;2,5;11,8
2011;7;11;5;0;0;24,2;14,2
2011;7;11;6;0;0;43,5;18,6
2011;7;11;7;0;0;97,6;19,2
2011;7;11;8;0;0;227,6;18,5
2011;7;11;9;0;0;442,8;20,5
2011;7;11;10;0;0;562;22,5
2011;7;11;11;0;0;738;22,7
2011;7;11;12;0;0;675,2;23,4
2011;7;11;13;0;0;682,4;22,4
2011;7;11;14;0;0;409;21,6
2011;7;11;15;0;0;439,5;20,7
2011;7;11;16;0;0;326,7;20,1
2011;7;11;17;0;0;312,2;19,2
2011;7;11;18;0;0;183,9;19,5
2011;7;11;19;0;0;97,9;20
2011;7;11;20;0;0;40,3;18,3
2011;7;11;21;0;0;15,7;16,8
2011;7;11;22;0;0;1,8;14,6
2011;7;11;23;0;0;1,1;13,6
2011;7;12;0;0;0;1,1;13,1
2011;7;12;1;0;0;1,1;12,9
2011;7;12;2;0;0;1,1;12,7
2011;7;12;3;0;0;1,1;13,3
2011;7;12;4;0;0;2,7;13
2011;7;12;5;0;0;18,7;14,8
2011;7;12;6;0;0;48,4;17,2
2011;7;12;7;0;0;83,9;18,2
2011;7;12;8;0;0;276,3;17,7
2011;7;12;9;0;0;495,8;18,6
2011;7;12;10;0;0;631,3;19,1
2011;7;12;11;0;0;449,2;19,2
2011;7;12;12;0;0;557,3;19,4
2011;7;12;13;0;0;644;20,7
2011;7;12;14;0;0;340,1;19,3
2011;7;12;15;0;0;367,7;19,1
2011;7;12;16;0;0;336,1;18,8
2011;7;12;17;0;0;375,9;19
2011;7;12;18;0;0;261,3;19
2011;7;12;19;0;0;89,3;19,2
2011;7;12;20;0;0;51,8;17,8
2011;7;12;21;0;0;16;14,8
2011;7;12;22;0;0;2,3;12,7
2011;7;12;23;0;0;1,1;11,4
2011;7;13;0;0;0;1,1;11,3
2011;7;13;1;0;0;1,1;10,5
2011;7;13;2;0;0;1,2;10
2011;7;13;3;0;0;1,2;9,9
2011;7;13;4;0;0;3,4;9,5
2011;7;13;5;0;0;18,1;10,1
2011;7;13;6;0;0;58,4;11,9
2011;7;13;7;0;0;103,5;13,6
2011;7;13;8;0;0;151,5;14,6
2011;7;13;9;0;0;189,7;16,2
2011;7;13;10;0;0;200,9;17,2
2011;7;13;11;0;0;302,2;18,7
2011;7;13;12;0;0;284,3;19,3
2011;7;13;13;0;0;481,3;20,1
2011;7;13;14;0;0;556,9;21,2
2011;7;13;15;0;0;664;21,3
2011;7;13;16;0;0;410,7;20,6
2011;7;13;17;0;0;277,6;20,1
2011;7;13;18;0;0;203,7;20,3
2011;7;13;19;0;0;111,5;21,3
2011;7;13;20;0;0;75,1;20,7
2011;7;13;21;0;0;22,8;18,8
2011;7;13;22;0;0;1,7;16,8
2011;7;13;23;0;0;1,1;16,6
2011;7;14;0;0;0;1;16,4
2011;7;14;1;0;0;1;15,8
2011;7;14;2;0;0;1;15,8
2011;7;14;3;0;0;1;16
2011;7;14;4;0;0;3;15,9
2011;7;14;5;0;0;21,3;16,4
2011;7;14;6;0;0;48,1;16,8
2011;7;14;7;0;0;82,3;17,3
2011;7;14;8;0;0;134,7;17,9
2011;7;14;9;0;0;161,3;18
2011;7;14;10;0;0;161,1;18,1
2011;7;14;11;0;0;106,9;18
2011;7;14;12;0;0;69;15,6
2011;7;14;13;0;0;133,7;15
2011;7;14;14;0;0;275,5;16,2
2011;7;14;15;0;0;152,1;15
2011;7;14;16;0;0;90,5;14,6
2011;7;14;17;0;0;41,8;14,5
2011;7;14;18;0;0;27,4;14,5
2011;7;14;19;0;0;12,3;14,8
2011;7;14;20;0;0;6;15
2011;7;14;21;0;0;1,5;15
2011;7;14;22;0;0;1,1;15,1
2011;7;14;23;0;0;1,1;15,3
2011;7;15;0;0;0;1,1;15,4
2011;7;15;1;0;0;1,1;15,3
2011;7;15;2;0;0;1,1;15
2011;7;15;3;0;0;1,1;14,2
2011;7;15;4;0;0;1,7;13,2
2011;7;15;5;0;0;15,7;13,2
2011;7;15;6;0;0;50,6;14
2011;7;15;7;0;0;96,3;16
2011;7;15;8;0;0;282,7;18,5
2011;7;15;9;0;0;173,9;20,1
2011;7;15;10;0;0;133,4;18,2
2011;7;15;11;0;0;217,8;19,1
2011;7;15;12;0;0;188,5;20,4
2011;7;15;13;0;0;126,5;20,3
2011;7;15;14;0;0;100,8;16,2
2011;7;15;15;0;0;128,6;17,4
2011;7;15;16;0;0;49,4;17,4
2011;7;15;17;0;0;45,9;16,9
2011;7;15;18;0;0;64,9;15,4
2011;7;15;19;0;0;52,6;15,1
2011;7;15;20;0;0;30,9;15
2011;7;15;21;0;0;6,8;14,2
2011;7;15;22;0;0;1,5;13,6
2011;7;15;23;0;0;1;13,5
2011;7;16;0;0;0;1,1;13,6
2011;7;16;1;0;0;1,1;13,1
2011;7;16;2;0;0;1,1;13,6
2011;7;16;3;0;0;1;14,6
2011;7;16;4;0;0;2,2;14,2
2011;7;16;5;0;0;18,9;13,9
2011;7;16;6;0;0;62,4;15,5
2011;7;16;7;0;0;90,6;17,1
2011;7;16;8;0;0;269,1;18,1
2011;7;16;9;0;0;494,5;20,4
2011;7;16;10;0;0;689,2;22,3
2011;7;16;11;0;0;839,9;24,3
2011;7;16;12;0;0;944,4;25,3
2011;7;16;13;0;0;940,2;26,6
2011;7;16;14;0;0;877,4;27,7
2011;7;16;15;0;0;508,3;26,9
2011;7;16;16;0;0;403,2;25,7
2011;7;16;17;0;0;252,3;24,4
2011;7;16;18;0;0;134,7;22,4
2011;7;16;19;0;0;67,7;21,7
2011;7;16;20;0;0;17,2;19,8
2011;7;16;21;0;0;3,2;18,7
2011;7;16;22;0;0;1,1;18,3
2011;7;16;23;0;0;1,1;18,2
2011;7;17;0;0;0;1;18,2
2011;7;17;1;0;0;1;17,7
2011;7;17;2;0;0;1;17,7
2011;7;17;3;0;0;1;18
2011;7;17;4;0;0;1,1;18
2011;7;17;5;0;0;4,1;17,7
2011;7;17;6;0;0;14,8;17,1
2011;7;17;7;0;0;26,7;17,1
2011;7;17;8;0;0;76,7;17,4
2011;7;17;9;0;0;150,3;18,4
2011;7;17;10;0;0;149,9;18,4
2011;7;17;11;0;0;71,8;17,7
2011;7;17;12;0;0;39,2;16,9
2011;7;17;13;0;0;110,6;17,2
2011;7;17;14;0;0;124,8;18,4
2011;7;17;15;0;0;72,1;17
2011;7;17;16;0;0;420,3;18,9
2011;7;17;17;0;0;203,7;20,2
2011;7;17;18;0;0;162,2;20,7
2011;7;17;19;0;0;129,4;21
2011;7;17;20;0;0;51,4;19,2
2011;7;17;21;0;0;11;16,7
